Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.000156250860732315,0.000202963757501835,0.0643974948398569,0,0,0,0.477111748769872,0.000590360417130005,3.55501513768968E-10,4.18207256663001E-06,0.000589971083789895,9.8397574064861E-08,0.000221020393022398,0,0,0,0,0,0,package://single_arm_v12_plus/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://single_arm_v12_plus/meshes/base_link.STL,,組合件1-1/轉接座-3;組合件1-1/轉接座-4;組合件1-1/定位塊_側-1;組合件1-1/定位塊_側-2;組合件1-1/轉接座-2;組合件1-1/定位塊_下-1;組合件1-1/轉接座_底-1;組合件1-1/轉接座-1;組合件1-1/m1-1,pose0,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
Link1,3.44839622268278E-06,0.000398625697735052,0.0287689793053224,0,0,0,0.386131223153925,0.00047431002724688,-7.08270540818778E-08,-3.55559180795245E-10,0.00017465191552395,4.18207766639286E-06,0.000489072616009742,0,0,0,0,0,0,package://single_arm_v12_plus/meshes/Link1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://single_arm_v12_plus/meshes/Link1.STL,,m2-1;墊背-1;b2-1;第一軸_轉軸-1,pose1,axis1,Joint1,revolute,0,0,0.1445,0,0,0,base_link,0,0,1,0,0,-3.14,3.14,,,,,,,,
Link2,0.135675061894641,-0.00070505972728889,0.00578877956152345,0,0,0,0.615390607724248,0.000594497490788828,1.07552164237656E-06,3.57015899918197E-06,0.000643938561178495,-8.29118408674084E-08,0.000390175846318313,0,0,0,0,0,0,package://single_arm_v12_plus/meshes/Link2.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://single_arm_v12_plus/meshes/Link2.STL,,軸二左-1;第二軸_上_改-1;軸二右-1;Link1_12cm-1;第二軸_轉軸-1;m3-1;墊背-2;b2-2,pose2,axis2,Joint2,revolute,0,-0.0685,0.0315,1.5707963267949,0,0,Link1,0,0,1,0,0,-3.14,3.14,,,,,,,,
Link3,0.135406483957112,0.000471066373987306,-0.0075929405728547,0,0,0,0.558726771182515,0.000527368072379024,-8.79483327326056E-07,-3.57015353375448E-06,0.000579703994248901,-8.29116899084522E-08,0.000372569704142056,0,0,0,0,0,0,package://single_arm_v12_plus/meshes/Link3.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://single_arm_v12_plus/meshes/Link3.STL,,軸二左-2;第三軸_上_改-1;Link2_12cm-1;軸三左-1;第二軸_轉軸-2;m4-1,pose3,axis3,Joint3,revolute,0.214,0,-0.0325,0,0,0,Link2,0,0,-1,0,0,-3.14,3.14,,,,,,,,
Link4,1.1102E-16,0.012447,0.030549,0,0,0,0.31385,0.00030905,2.1146E-19,1.2674E-20,0.00013842,-3.5143E-06,0.00032474,0,0,0,0,0,0,package://single_arm_v12_plus/meshes/Link4.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://single_arm_v12_plus/meshes/Link4.STL,,第五軸_轉軸-2;m5-1,pose4,axis4,Joint4,revolute,0.214,0,0.0325,0,0,-3.1416,Link3,0,0,1,0,0,-3.14,3.14,,,,,,,,
Link5,0.030549,0.012447,-3.3307E-16,0,0,0,0.31385,0.00032474,-3.5143E-06,-2.9646E-20,0.00013842,4.0229E-20,0.00030905,0,0,0,0,0,0,package://single_arm_v12_plus/meshes/Link5.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://single_arm_v12_plus/meshes/Link5.STL,,第五軸_轉軸-1;m6-1,pose5,axis5,Joint5,revolute,0,0.0685,0.0346,1.5708,0,1.5708,Link4,-1,0,0,0,0,-3.14,3.14,,,,,,,,
Link6,-1.11022302462516E-16,1.73472347597681E-18,0.0055,0,0,0,0.0173494454294496,2.53988652151547E-06,-2.00729161979554E-22,-3.90838944351189E-22,2.53988652151547E-06,-1.17534537510526E-22,4.79061561920678E-06,0,0,0,0,0,0,package://single_arm_v12_plus/meshes/Link6.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://single_arm_v12_plus/meshes/Link6.STL,,link6-1,pose6,axis6,Joint6,revolute,0.0346,0.0685,0,1.5708,-1.5708,0,Link5,0,0,1,0,0,-3.14,3.14,,,,,,,,
